text,avg_dwell_time_ms,avg_flight_time_ms,pause_ratio,backspace_rate,error_rate,correction_latency_ms,words_per_minute,burst_length,session_duration_sec,late_night_ratio,sentiment_polarity,negation_ratio,uncertainty_ratio,first_person_ratio,lexical_diversity,stress_pct,anxiety_pct,depression_pct
"I sent updates, answered messages, and planned tomorrow's priorities. The current draft is usable, but it still needs refinement.",96.174,121.181,0.30204,0.11129,0.12751,200.803,62.518,9.752,844.269,0.24992,-0.25116,0.13106,0.07328,0.09515,0.64005,39.302,48.842,52.376
The workday was manageable and I moved through the checklist steadily. I am rushing through deadlines and keep switching between tasks. I do not feel engaged and it is difficult to sustain momentum. I will revisit the remaining items tomorrow.,122.734,165.566,0.30581,0.18333,0.18681,260.831,54.38,8.708,1265.615,0.2819,-0.67165,0.11284,0.08908,0.10284,0.55367,91.764,52.29,58.568
"I sent updates, answered messages, and planned tomorrow's priorities. It is hard to stay motivated and my energy feels low.",121.819,111.985,0.25494,0.10663,0.08072,174.012,55.171,9.118,862.573,0.18441,-0.72753,0.10732,0.04392,0.12985,0.67303,33.14,34.536,67.189
I completed the main tasks for today and reviewed the next steps. I am rushing through deadlines and keep switching between tasks. I am uncertain about the outcome and keep second-guessing the details. The work feels heavier than it should and I am moving slowly.,151.038,129.681,0.36096,0.19991,0.20706,295.995,51.364,7.134,1215.697,0.32314,-1.0,0.13718,0.07618,0.12457,0.55666,87.838,61.15,78.777
"I sent updates, answered messages, and planned tomorrow's priorities. The schedule is clear enough for the next session.",109.465,96.877,0.20069,0.07874,0.10086,182.872,67.884,8.493,692.595,0.078,0.37825,0.06388,0.09464,0.0366,0.7551,25.053,47.304,6.398
"I finished the review, documented the results, and cleaned up the notes. I am rushing through deadlines and keep switching between tasks. My thoughts keep looping around possible mistakes and consequences. The work feels heavier than it should and I am moving slowly. I can continue after a short break and another review pass.",142.106,144.898,0.37259,0.22718,0.21325,252.78,34.791,5.501,1205.473,0.36806,-1.0,0.16515,0.11557,0.13452,0.47997,93.746,70.68,86.785
The workday was manageable and I moved through the checklist steadily. It is hard to stay motivated and my energy feels low. The schedule is clear enough for the next session.,112.639,122.137,0.24758,0.07598,0.08938,178.005,50.81,8.021,978.568,0.21049,-0.821,0.114,0.06944,0.12046,0.60019,33.275,37.436,64.989
I completed the main tasks for today and reviewed the next steps. I am rushing through deadlines and keep switching between tasks. I am uncertain about the outcome and keep second-guessing the details. I feel mentally drained and focusing takes more effort than usual.,140.611,158.308,0.27251,0.22492,0.2217,221.241,45.7,5.944,1362.393,0.29801,-1.0,0.14686,0.12042,0.12394,0.54917,87.323,61.134,70.568
The workday was manageable and I moved through the checklist steadily. I keep correcting myself because I do not want to miss anything important. I keep worrying that something might go wrong even after I check it.,126.58,144.287,0.31665,0.19447,0.22566,261.399,57.188,8.68,1010.596,0.22872,-0.67052,0.13393,0.13193,0.08744,0.72809,75.884,78.356,45.539
"I finished the review, documented the results, and cleaned up the notes. The current draft is usable, but it still needs refinement.",121.564,130.057,0.20072,0.08599,0.09205,203.256,54.945,8.855,643.755,0.14926,-0.23236,0.05988,0.03918,0.07802,0.71916,26.904,30.006,37.215
"I finished the review, documented the results, and cleaned up the notes. The work feels heavier than it should and I am moving slowly.",97.414,123.949,0.29047,0.11917,0.08784,166.925,54.135,9.054,1018.215,0.22418,-0.40552,0.12678,0.07096,0.10087,0.63647,26.589,44.393,59.04
The workday was manageable and I moved through the checklist steadily. Everything feels urgent and I am trying to catch up quickly. I keep worrying that something might go wrong even after I check it. The work feels heavier than it should and I am moving slowly.,139.326,149.862,0.2909,0.24634,0.21896,256.225,57.861,4.392,1201.494,0.33004,-0.86782,0.15107,0.07452,0.12628,0.51165,98.452,61.06,63.314
"I completed the main tasks for today and reviewed the next steps. I keep correcting myself because I do not want to miss anything important. The work feels heavier than it should and I am moving slowly. The current draft is usable, but it still needs refinement.",124.867,122.673,0.2835,0.19279,0.1699,230.043,54.867,6.449,1116.932,0.28815,-0.65966,0.12771,0.07854,0.11626,0.6307,63.094,53.854,75.799
"I finished the review, documented the results, and cleaned up the notes. I keep worrying that something might go wrong even after I check it. I will revisit the remaining items tomorrow.",102.858,108.989,0.29143,0.10266,0.08804,209.213,67.242,8.093,668.781,0.07936,0.29137,0.09007,0.11583,0.07338,0.65247,17.59,55.275,21.437
"I sent updates, answered messages, and planned tomorrow's priorities. The current draft is usable, but it still needs refinement.",130.29,105.433,0.30408,0.14846,0.13415,229.297,66.522,5.713,930.26,0.20395,-0.30145,0.12323,0.08412,0.09615,0.66355,54.208,48.828,49.712
The workday was manageable and I moved through the checklist steadily. I will revisit the remaining items tomorrow.,97.449,107.078,0.15233,0.07097,0.05267,165.062,67.68,8.165,732.856,0.1302,0.11696,0.07913,0.03735,0.11103,0.63426,5.463,16.56,43.696
"I sent updates, answered messages, and planned tomorrow's priorities. I keep correcting myself because I do not want to miss anything important. I am uncertain about the outcome and keep second-guessing the details. The work feels heavier than it should and I am moving slowly. I will revisit the remaining items tomorrow.",128.124,132.195,0.34322,0.18168,0.16866,282.449,47.31,9.282,1230.004,0.25261,-0.7917,0.12779,0.10563,0.10256,0.59058,78.915,60.904,59.81
I completed the main tasks for today and reviewed the next steps. Everything feels urgent and I am trying to catch up quickly. I am uncertain about the outcome and keep second-guessing the details.,114.663,156.128,0.25629,0.17204,0.21264,230.264,65.728,7.337,1063.632,0.19526,-0.27979,0.12254,0.09693,0.08735,0.66619,78.563,63.239,40.205
"I finished the review, documented the results, and cleaned up the notes. I am rushing through deadlines and keep switching between tasks. I am uneasy and keep revisiting the same point for reassurance. The schedule is clear enough for the next session.",123.779,114.819,0.2624,0.1919,0.17529,229.094,60.339,7.17,1181.507,0.2506,-0.8648,0.11197,0.09885,0.11985,0.57733,80.466,56.905,49.17
"I sent updates, answered messages, and planned tomorrow's priorities. I can continue after a short break and another review pass.",113.111,99.235,0.17725,0.10438,0.09494,166.453,62.529,9.134,612.456,0.0789,0.06329,0.04136,0.07498,0.07885,0.78646,23.285,36.09,23.966
"The workday was manageable and I moved through the checklist steadily. My thoughts keep looping around possible mistakes and consequences. The current draft is usable, but it still needs refinement.",116.774,140.684,0.26113,0.1331,0.1378,229.989,62.603,8.659,776.221,0.24798,0.05521,0.10561,0.08355,0.10181,0.72457,51.647,61.202,35.66
"I sent updates, answered messages, and planned tomorrow's priorities. Everything feels urgent and I am trying to catch up quickly. I am uncertain about the outcome and keep second-guessing the details. The schedule is clear enough for the next session.",127.613,128.092,0.29569,0.18881,0.20013,218.731,60.851,9.042,966.744,0.18967,-0.25646,0.10929,0.09049,0.06139,0.6278,66.756,62.085,35.802
I completed the main tasks for today and reviewed the next steps. I am rushing through deadlines and keep switching between tasks.,116.248,127.379,0.31923,0.18941,0.20922,239.426,53.009,9.383,1219.396,0.2676,-0.77183,0.09851,0.07365,0.11577,0.6957,84.257,54.45,50.009
I completed the main tasks for today and reviewed the next steps. I feel mentally drained and focusing takes more effort than usual.,103.012,117.748,0.26176,0.12649,0.13036,198.867,59.842,7.37,1023.649,0.22492,-0.36007,0.1308,0.09433,0.12249,0.64594,48.144,43.126,74.967
"I sent updates, answered messages, and planned tomorrow's priorities. Everything feels urgent and I am trying to catch up quickly. My thoughts keep looping around possible mistakes and consequences. I feel mentally drained and focusing takes more effort than usual.",139.527,136.319,0.37916,0.20266,0.17046,236.201,55.05,6.055,1305.9,0.2989,-0.85441,0.15661,0.1004,0.14246,0.4626,76.044,62.255,78.449
"The workday was manageable and I moved through the checklist steadily. The current draft is usable, but it still needs refinement.",90.318,106.666,0.13618,0.08696,0.07883,141.968,63.423,10.953,552.689,0.0901,0.46916,0.05654,0.03446,0.02905,0.73219,19.889,26.175,13.094
"I finished the review, documented the results, and cleaned up the notes. Everything feels urgent and I am trying to catch up quickly. I am uncertain about the outcome and keep second-guessing the details. The work feels heavier than it should and I am moving slowly. I can continue after a short break and another review pass.",129.48,136.264,0.35823,0.18347,0.17517,231.954,48.344,8.481,1137.914,0.31253,-1.0,0.1753,0.10203,0.13456,0.51146,74.566,57.898,86.928
"I finished the review, documented the results, and cleaned up the notes. Everything feels urgent and I am trying to catch up quickly. I keep worrying that something might go wrong even after I check it. It is hard to stay motivated and my energy feels low. I can continue after a short break and another review pass.",147.861,117.644,0.35495,0.21927,0.20612,246.151,53.003,8.467,1240.897,0.2902,-0.6813,0.1409,0.11632,0.11504,0.70571,88.065,71.216,64.567
"I sent updates, answered messages, and planned tomorrow's priorities. I am rushing through deadlines and keep switching between tasks. My thoughts keep looping around possible mistakes and consequences.",130.912,103.467,0.30227,0.15478,0.18119,226.411,55.559,11.319,966.231,0.15417,-0.11747,0.08866,0.11794,0.07897,0.59542,65.409,61.073,32.635
"I sent updates, answered messages, and planned tomorrow's priorities. I will revisit the remaining items tomorrow.",88.603,110.669,0.17679,0.05963,0.05996,143.703,70.589,11.873,540.193,0.18125,-0.28721,0.08331,0.03792,0.07979,0.74453,4.543,19.734,50.23
"I finished the review, documented the results, and cleaned up the notes. The current draft is usable, but it still needs refinement.",99.537,86.0,0.15165,0.0587,0.06798,173.584,72.131,8.251,602.121,0.08759,0.56146,0.05861,0.05421,0.04814,0.70157,15.602,28.836,19.591
"I finished the review, documented the results, and cleaned up the notes. I am rushing through deadlines and keep switching between tasks. I am uncertain about the outcome and keep second-guessing the details. The schedule is clear enough for the next session.",137.859,132.528,0.35574,0.21819,0.21808,299.064,55.503,6.573,1151.435,0.29831,-0.55833,0.13297,0.1014,0.09133,0.61279,87.381,73.148,52.276
The workday was manageable and I moved through the checklist steadily. I am rushing through deadlines and keep switching between tasks. I am uncertain about the outcome and keep second-guessing the details. It is hard to stay motivated and my energy feels low. The schedule is clear enough for the next session.,144.2,169.329,0.41057,0.25531,0.25036,274.461,39.598,5.055,1339.844,0.41151,-0.90071,0.17196,0.13248,0.11103,0.49317,100.0,85.016,80.66
"I sent updates, answered messages, and planned tomorrow's priorities. I am uneasy and keep revisiting the same point for reassurance. I can continue after a short break and another review pass.",101.857,107.396,0.28445,0.12574,0.1402,246.722,63.702,7.541,884.18,0.16014,-0.21453,0.13396,0.09233,0.09651,0.6581,38.911,56.514,44.067
"I finished the review, documented the results, and cleaned up the notes. There is too much to finish at once and the pace feels intense. I am uneasy and keep revisiting the same point for reassurance. I do not feel engaged and it is difficult to sustain momentum.",107.386,150.763,0.34255,0.1773,0.16106,266.396,62.369,7.547,1039.544,0.25017,-0.52919,0.14592,0.12446,0.10812,0.56585,56.229,73.297,58.523
I completed the main tasks for today and reviewed the next steps. I am rushing through deadlines and keep switching between tasks.,118.321,157.968,0.26188,0.15576,0.13924,251.357,51.575,11.179,961.415,0.2661,-0.53543,0.1052,0.09231,0.11999,0.61873,61.264,46.798,53.373
The workday was manageable and I moved through the checklist steadily. I am rushing through deadlines and keep switching between tasks. I am uneasy and keep revisiting the same point for reassurance.,113.41,117.536,0.29475,0.17129,0.15724,243.567,60.502,8.022,914.874,0.23308,-0.13235,0.11243,0.10337,0.09617,0.58952,60.295,67.277,42.15
"The workday was manageable and I moved through the checklist steadily. I keep correcting myself because I do not want to miss anything important. My thoughts keep looping around possible mistakes and consequences. The work feels heavier than it should and I am moving slowly. The current draft is usable, but it still needs refinement.",128.058,144.545,0.35343,0.21241,0.22341,254.781,38.362,6.772,1165.841,0.30449,-1.0,0.15784,0.11735,0.13379,0.55975,75.105,74.94,70.133
